"key","title","year","journal","authors","language","abstract","doi","keywords","reviewer","status"
"rayyan-353830725","Delay induced multiple stability switch and chaos in a predator-prey model with fear effect",2020,"MATHEMATICS AND COMPUTERS IN SIMULATION","Panday, P and Samanta, S and Pal, N and Chattopadhyay, J","English","We propose a delayed predator-prey model with fear in the prey population. We consider that the growth rate of the prey population is suppressed due to the fear of predators. It is also considered that there is a time lag between the time of perceiving predator signals through chemical and/or vocal cues and the changes in life-history and behavioral responses in the prey population. We study boundedness, persistence, local and global behavior of the delayed system. Moreover, the Hopf-bifurcation analysis around the interior equilibrium with respect to the delay parameter is established. The stability and direction of Hopf-bifurcation are also studied. It is observed that fear induced delay has both stabilizing and destabilizing effects depending on the magnitude of the delay parameter. We observe that for the gradual increase of the magnitude of delay, the system dynamics switches multiple times between stable focus and limit cycle oscillations. However, for a higher value of the delay parameter, the system ultimately enters into the chaotic regime. The delay system also exhibits node-cycle bi-stability behavior between the interior equilibrium point and stable limit cycle. Numerical simulations are also performed to validate analytical findings. (C) 2019 International Association for Mathematics and Computers in Simulation (IMACS). Published by Elsevier B.V. All rights reserved.","10.1016/j.matcom.2019.12.015     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;Time delay;Multiple stability switching;Bi-stability;Chaos;Lyapunov exponent;LIFE-HISTORY SHIFTS;COMPLEX DYNAMICS;BIFURCATION-ANALYSIS;MATURATION DELAY;HOPF-BIFURCATION;TRADE-OFF;RISK;SYSTEM;BEHAVIOR;DAPHNIA;Prednisolone","Shawn","Included"
"rayyan-353830726","The impact of fear on a stage structure prey-predator system with anti-predator behavior",,"APPLIED NANOSCIENCE","Rahi, SA and Kurnaz, S and Naji, RK","English","A prey-predator interaction model has been suggested in which the population of a predator consists of a two-stage structure. Modified Holling's disk equation is used to describe the consumption of the prey so that it involves the additional source of food for the predator. The fear function is imposed on prey. It is supposed that the prey exhibits anti-predator behavior and may kill the adult predator due to their struggle against predation. The proposed model is investigated for existence, uniqueness, and boundedness. After determining all feasible equilibrium points, the local stability analyses are performed. In addition, global stability analyses for this model using the Lyapunov method are investigated. The chance of occurrence of local bifurcation including Hopf bifurcation is investigated. Furthermore, to complete our study, the global dynamics of the model are investigated and the set of control parameters is set by conducting numerical simulations.","10.1007/s13204-021-02160-4     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear;Anti-predator;Stage structure;Stability;Bifurcation;FUNCTIONAL-RESPONSE;ADDITIONAL FOOD;MODEL;DYNAMICS;REFUGE;Prednisolone","Shawn","Included"
"rayyan-353830727","The impact of fear factor and self-defence on the dynamics of predator-prey model with digestion delay",2021,"MATHEMATICAL BIOSCIENCES AND ENGINEERING","Li, J and Liu, XH and Wei, CJ","English","In this paper, we propose both deterministic and stochastic predator-prey models with digestion delay, incorporating fear factor and self-defence. For the deterministic model, the existence and stability of the equilibrium are investigated and the occurrence of Hopf bifurcation is studied. For the stochastic model, we investigate the existence of a unique global positive solution of the model and analyze the asymptotic behavior of the global solution around the equilibriums of the deterministic model. Finally, numerical simulations are carried out to verify our analytical results, which indicate that the intensity of white noise, fear factor and self-defence have a significant relationship with the dynamics of the predator-prey model and expand the theoretical analyses.","10.3934/mbe.2021277     WE  - Science Citation Index Expanded (SCI-EXPANDED)","predator-prey;digestion delay;fear factor;self-defence;Hopf bifurcation;asymptotic behaviors;ECO-EPIDEMIOLOGIC MODEL;RISK;BIFURCATION;SYSTEM;STABILITY;Gastrointestinal Agents;Prednisolone","Shawn","Included"
"rayyan-353830729","Impact of fear effect in a fractional-order predator-prey system incorporating constant prey refuge",2022,"NONLINEAR DYNAMICS","Maji, C","English","This paper deals with the impact of fear in a fractional-order predator-prey model with Holling type II functional response incorporating a constant prey refuge. Existence, uniqueness, nonnegativity and boundedness of the solutions have been analysed for the considered model. Existence conditions for different equilibrium points are discussed. Local and global stability of the equilibrium points are studied. We check how the impact of fear and fractional order can affect the stability of our proposed system. It is observed that the system experiences Hopf-bifurcation around the interior equilibrium point with respect to fractional-order derivative mu and refuge parameter m. Finally, some numerical simulations are performed to validate our theoretical findings.","10.1007/s11071-021-07031-9     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Prey-predator model;Refuge;Fear effect;Fractional order;Stability;Global stability;DYNAMIC-ANALYSIS;MODEL;RISK;STABILITY;FOOD;BEHAVIORS;Prednisolone","Shawn","Included"
"rayyan-353830730","Modeling the Effect of Fear in a Prey-Predator System with Prey Refuge and Gestation Delay",2019,"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS","Kumar, A and Dubey, B","English","Recently, some field experiments and studies show that predators affect prey not only by direct killing, they induce fear in prey which reduces the reproduction rate of prey species. Considering this fact, we propose a mathematical model to study the fear effect and prey refuge in prey-predator system with gestation time delay. It is assumed that prey population grows logistically in the absence of predators and the interaction between prey and predator is followed by Crowley-Martin type functional response. We obtained the equilibrium points and studied the local and global asymptotic behaviors of nondelayed system around them. It is observed from our analysis that the fear effect in the prey induces Hopf-bifurcation in the system. It is concluded that the refuge of prey population under a threshold level is lucrative for both the species. Further, we incorporate gestation delay of the predator population in the model. Local and global asymptotic stabilities for delayed model are carried out. The existence of stable limit cycle via Hopf-bifurcation with respect to delay parameter is established. Chaotic oscillations are also observed and confirmed by drawing the bifurcation diagram and evaluating maximum Lyapunov exponent for large values of delay parameter.","10.1142/S0218127419501955     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;prey refuge;Hopf-bifurcation;gestation delay;chaos;Lyapunov exponent;HOPF-BIFURCATION;GLOBAL STABILITY;ADDITIONAL FOOD;STAGE STRUCTURE;DYNAMICS;FEEDBACK;ECOLOGY;CHAOS;RISK;Pregnancy;Prednisolone","Shawn","Included"
"rayyan-353830732","Comparative studies on a predator-prey model subjected to fear and Allee effect with type I and type II foraging",2020,"JOURNAL OF APPLIED MATHEMATICS AND COMPUTING","Halder, S and Bhattacharyya, J and Pal, S","English","In ecology, the interactions between prey and predator can be direct or indirect. Predators can affect prey population by means of direct consumption and by inducing a non-consumptive fear effect in the prey population. In our present study, we investigate the impact of an indirect prey-predator interaction by considering the effect of fear of predation coupled with predation-driven Allee effect on the prey population. We propose and analyze two-species prey-predator models where the growth rate of prey is affected by a combined non-consumptive Allee-cum-fear effect induced by the predator and due to two different foraging behaviour of the predator. We investigate and compare the dynamical behaviour of the systems with Holling type-I and Holling type-II foraging rates of the predator. We observe that the system with type-II foraging rate of the predator has a wider basin of attraction of the stable coexistence equilibrium compared to the system with type-I foraging rate. We also observe that due to the gradual increase of fear level, the systems exhibit oscillatory dynamics followed by multiple stability switching.","10.1007/s12190-019-01275-w     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;Allee effect;Intra-specific competition;Foraging;Bifurcation;RISK;Prednisolone","Shawn","Included"
"rayyan-353830733","Running the gauntlet: a predator-prey game between sharks and two age classes of seals",2008,"ANIMAL BEHAVIOUR","Laroche, RK and Kock, AA and Dill, LM and Oosthuizen, WH","English","We present both an empirical study and a behavioural game model exploring a predator-prey game between white sharks, Carcharodon carcharias, and Cape fur seals, Arctocephalus pusillus pusillus, around a small island colony in South Africa. Behavioural tactics used by adult seals appear to account for the variance in risk from sharks, while shark tactics seem more influenced by the behaviour of pup seals, probably because pup seals engage in riskier behaviours. A dynamic game model of the interaction predicts that, if pups and adult seals account for risk in a similar manner, then tactic selection used by sharks and seals should be more evenly distributed across all possible options. Instead, a second model in which pups were constrained to choose the riskiest option produced evolutionarily stable strategy (ESS) solutions for both species that more closely approximated the tactics recorded, suggesting that behavioural variation within subgroups of a population should be accounted for when modelling predator-prey interactions. These results also suggest that pups may act as initiators in a behaviourally mediated indirect interaction with adult seals, mediated by the behaviour of their common shark predator; this would represent the first record of an intergenerational two-species indirect interaction. (C) 2008 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2008.06.025     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Arctocephalus pusillus pusillus;behaviourally mediated indirect interaction (BMII);Cape fur seal;Carcharodon carcharias;dynamic programming;game theory;predator-prey;South Africa;white shark;MEDIATED INDIRECT INTERACTIONS;HABITAT SELECTION;DECISIONS;RISK;EVOLUTION;STRATEGY;BEHAVIOR;ECOLOGY;FISH;Prednisolone","Shawn","Included"
"rayyan-353830734","Impact of fear in a delay-induced predator-prey system with intraspecific competition within predator species",2022,"MATHEMATICS AND COMPUTERS IN SIMULATION","Das, BK and Sahoo, D and Samanta, GP","English","In theoretical ecology, predator-prey interaction is a natural phenomenon that significantly contributes for shaping the community structure and maintaining the ecological diversity. In almost every ecological model, the prey species is curtailed by the direct attacking of predator species. However, from different experimental shreds of evidence, it has been observed that fear (felt by prey) for predators can change the physiological behaviour of prey individuals and greatly reduces their reproduction rate as well as enhances their mortality rate. In this current work, we develop and explore a predator-prey model incorporating the cost of perceived fear into the birth and death rates of prey species with Holling type-II functional response. In addition, the intraspecific competition within predator species and a gestation delay are introduced in the model to obtain more realistic and natural dynamics. Feasibility of all the steady states and their stability conditions are analysed in terms of the model parameters. We show that only existence of an interior equilibrium point is sufficient to prevent the extinction of predator species. In this case, either both species can exist together or oscillate around that interior equilibrium point. We can also recognize the parametric region where the system produces multiple coexistence equilibria in which different initial biomass of populations may produce different long-term outcomes. The basic bifurcation analyses of the system exhibit that a higher level of fear or higher intraspecific competition rate helps the population to survive in a coexistence state. For a suitable choice of parametric values, the proposed model may produce the bi-stable phenomenon between two coexistence steady states. We obtain a parametric condition for which the model system experiences a Hopf bifurcation if the delay parameter exceeds some threshold value. All of these theoretical findings are verified by various numerical examples. (C) 2021 International Association for Mathematics and Computers in Simulation (IMACS). Published by Elsevier B.V. All rights reserved.","10.1016/j.matcom.2021.08.005     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Predator-prey system;Fear effect;Intraspecific competition;Bi-stability;Local bifurcations;Gestation delay;HOPF-BIFURCATION;GLOBAL ANALYSIS;MODEL;STABILITY;RISK;FOOD;ECOLOGY;Prednisolone;Fear","Shawn","Included"
"rayyan-353830735","Modeling the Allee effect and fear effect in predator-prey system incorporating a prey refuge",2020,"ADVANCES IN DIFFERENCE EQUATIONS","Huang, Y and Zhu, ZL and Li, Z","English","In this paper, we consider a predator-prey model with Allee effect, fear effect and prey refuge. By considering the prey refuge as a parameter, we give the threshold condition for the stability of the system, and prove that the system undergoes a supercritical Hopf bifurcation. We show that increasing the prey refuge or Allee effect can make the dynamical behavior of the system more complicated; the fear effect or Allee effect has no influence on the prey density, but can lead to a decrease of the predator population at positive equilibrium.","10.1186/s13662-020-02727-5     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;Allee effect;Prey refuge;Hopf bifurcation;HOPF-BIFURCATION;FUNCTIONAL-RESPONSE;STAGE STRUCTURE;STABILITY;DELAY;COMPLEXITY;Prednisolone","Shawn","Included"
"rayyan-353830736","Hopf-Hopf bifurcation and chaotic attractors in a delayed diffusive predator-prey model with fear effect",2019,"CHAOS SOLITONS & FRACTALS","Duan, DF and Niu, B and Wei, JJ","English","We investigate a diffusive predator-prey model by incorporating the fear effect into prey population, since the fear of predators could visibly reduce the reproduction of prey. By introducing the mature delay as bifurcation parameter, we find this makes the predator-prey system more complicated and usually induces Hopf and Hopf-Hopf bifurcations. The formulas determining the properties of Hopf and Hopf-Hopf bifurcations by computing the normal form on the center manifold are given. Near the Hopf-Hopf bifurcation point we give the detailed bifurcation set by investigating the universal unfoldings. Moreover, we show the existence of quasi-periodic orbits on three-torus near a Hopf-Hopf bifurcation point, leading to a strange attractor when further varying the parameter. The emergence of quasi-periodic and chaotic phenomenon may indicate that there exists complex dynamical behavior of biological system itself. We also find the existence of Bautin bifurcation numerically, then simulate the coexistence of stable constant stationary solution and periodic solution near this Bautin bifurcation point. (C) 2019 Elsevier Ltd. All rights reserved.","10.1016/j.chaos.2019.04.012     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Delay;Predator-prey;Fear effect;Hopf bifurcation;Hopf-Hopf bifurcation;FUNCTIONAL-DIFFERENTIAL EQUATIONS;NORMAL FORMS;STABILITY;SYSTEM;RISK;DYNAMICS;Prednisolone","Shawn","Included"
"rayyan-353830737","Impact of predator incited fear and prey refuge in a fractional order prey predator model",2021,"CHAOS SOLITONS & FRACTALS","Barman, D and Roy, J and Alrabaiah, H and Panja, P and Mondal, SP and Alam, S","English","In this article, a predator-prey model has been evolved in the form of a system of fractional order differential equations incorporating two important factors, namely, fear factor and prey refuge factor. Here, the fractional calculus has been taken into consideration to investigate the dynamical behaviour of the solutions of the proposed model system as the changes in life cycle of prey species are of memory bound. Biological validation and well-posedness such as positivity and boundedness of solutions of the model system have been proved analytically. Stability analysis of all the feasible equilibrium points of the model system has been performed in a systematic way. Some important dynamical features of the model system (such as transition of stability of the system) have been demonstrated through rigorous numerical simulation. It is observed that our proposed model system experiences Hopf-bifurcation around the interior equilibrium point with respect to both the parameters f and m(1), which are linked with amount of predator induced fear and rate of prey refuge, respectively. The system dynamics is more likely to be stable in the framework of fractional order derivative in comparison to integer-order derivative. The high amount of predator induced fear f and prey refuge rate m(1) are independently capable to make the system dynamics to be stable in integer order model system. On the other hand, the dynamics of the model system shifts towards the stability from its unstable behaviour when we continuously reduce the order of the model system; especially under the scenario of low level of predator induced fear and prey refuge rate. Thus, our comprehensive mathematical findings reveal the fact that fading memory can play a contributory role towards stable coexistence of the predator-prey system whereas strong memory of the species deteriorates the stable coexistence of the model system. (C) 2020 Elsevier Ltd. All rights reserved.","10.1016/j.chaos.2020.110420     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;Prey refuge;Fractional order;Hopf-bifurcation;Caputo derivative;Prednisolone","Shawn","Included"
"rayyan-353830740","Spatial pattern formation and delay induced destabilization in predator-prey model with fear effect",,"MATHEMATICAL METHODS IN THE APPLIED SCIENCES","Mishra, S and Upadhyy, R","English","Recent field experiments have shown that predators influence the prey population not only by direct consumption but also by stimulating various defensive strategies. The cost of these defensive strategies can include energetic investment in defensive structures, reduced energy income, lower mating success, and emigration which ultimately reduces the reproduction of prey. To explore the effect of these defensive strategies (anti-predator behaviors), a modified Leslie-Gower predator-prey model with the cost of fear has been considered. Gestation delay is also incorporated in the system for a more realistic formulation. Boundedness, equilibria and stability analysis are performed for the temporal system. By considering gestation delay as a bifurcation parameter, the existence of Hopf-bifurcation around the interior equilibrium point is discussed together with the direction, stability, and period of bifurcating solutions arising through Hopf-bifurcation. The spatial extension of the proposed model incorporating density-dependent cross-diffusion is also investigated and the conditions for diffusion-driven instability are obtained. To illustrate the analytical findings, detailed numerical simulations are performed. Biologically realistic Turing patterns such as spots, spots and stripes mixture, and labyrinthine type patterns are identified. It is found that the fear level has a stabilizing impact on delay induced destabilization and both stabilizing and destabilizing effects on Turing instability.","10.1002/mma.8207     WE  - Science Citation Index Expanded (SCI-EXPANDED)","cross-diffusion;fear effect;gestation delay;Hopf-bifurcation;Turing instability;TEMPORAL VARIATION;RISK;ELK;DYNAMICS;BEHAVIOR;INTERFERENCE;RESPONSES;SELECTION;ECOLOGY;GROWTH;Prednisolone","Shawn","Included"
"rayyan-353830741","Impact of fear effect on plankton-fish system dynamics incorporating zooplankton refuge",2021,"CHAOS SOLITONS & FRACTALS","Kaur, RP and Sharma, A and Sharma, AK","English","In this paper, we analyze the impact of anti-predator behavior due to fear effect (K) and zooplankton refuge (r(1)) on a 3-D plankton-fish dynamical system involving phytoplankton, zooplankton, and fish species. We assume that zooplankton species have developed defense mechanisms against fish predation. The fear of fish predation altered anti-predator defenses, which affects the growth of the fish population. On the other hand, zooplankton refuge reduces fish induced mortality of zooplankton and plays a significant role in controlling phytoplankton growth. The density of fish species is suppressed in the presence of high refuge and the anti-predator response of zooplankton. It is determined that K and r(1) can influence not only plankton-fish demography but also induce some mechanism to terminate planktonic blooms. Our mathematical study reveals that the low level of fear can stabilize the system dynamics in the presence of high rate of zooplankton refuge. Moreover, the low rate of zooplankton refuge can exclude complexity from the plankton-fish ecosystem in the presence of strong anti-predator responses of zooplankton. We have established the existence of all feasible biological equilibria and derived the conditional local and global stability of the given system around it. The Hopf-bifurcation analysis is carried out by considering K and r(1) as bifurcation parameters. The direction of bifurcating solutions is also determined using the centre manifold arguments. Numerical simulation is carried out to substantiate our analytical findings. (C) 2020 Elsevier Ltd. All rights reserved.","10.1016/j.chaos.2020.110563     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Plankton;Refuge;Fear;Hopf-bifurcation;Centre manifold theorem","Shawn","Included"
"rayyan-353830743","Stability Analysis of a Leslie-Gower Model with Strong Allee Effect on Prey and Fear Effect on Predator",2022,"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS","Liu, TT and Chen, LJ and Chen, FD and Li, Z","English","In this paper, we propose a Leslie-Gower predator-prey model with strong Allee effect on prey and fear effect on predator. We discuss the existence and local stability of equilibria by making full use of qualitative analytical theory. It is shown that the above system exhibits at most two positive equilibria and it can undergo a series of bifurcation phenomena. We indicate that the dynamical behavior of the model is closely related to the fear effect on predator. In detail, when the fear effect parameter p = p*, the system will undergo degenerate Hopf bifurcation. There exist two limit cycles (the inner is stable and the outer is unstable). However, when p = p(*), the system will undergo degenerate Bogdanov-Takens bifurcation. Also, by numerical simulation, we conclude that the stronger the fear effect, the bigger the density of prey species. The above shows that fear effect on predator is beneficial to the persistence of the prey species. Our results can be seen as a complement to previous works [Gonzalez-Olivares et al., 2011; Pal & Mandal, 2014].","10.1142/S0218127422500821     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;Allee effect;Bogdanov-Takens bifurcation;Hopf bifurcation;BIFURCATION-ANALYSIS;LIMIT-CYCLES;SYSTEM;Prednisolone","Shawn","Included"
"rayyan-353830744","A systematic study of autonomous and nonautonomous predator-prey models with combined effects of fear, migration and switching",2021,"NONLINEAR DYNAMICS","Tiwari, PK and Al Amri, KAN and Samanta, S and Khan, QJA and Chattopadhyay, J","English","In this paper, we study the dynamics of a predator-prey system under the combined effects of fear, migration and switching phenomena. This study is new in the sense that the dynamics of such system was studied either through fear or migration, or switching, but the combined effects of such three factors are yet to be explored. We observe oscillatory behavior of the system in the absence of fear, migration and switching, whereas the system shows stable dynamics if anyone of these three factors is introduced. After analyzing the behavior of system with fear, migration and switching, we find that the system does not possess periodic solution whenever the predator population experiences intraspecies competition, but in the absence of intraspecies competition among predator population, fear of predators destabilizes the system, whereas on increasing the migration rates, the system first undergoes subcritical Hopf-bifurcation and then supercritical Hopf-bifurcation settling the system to stable coexistence. Existence of multiple limit cycles is also observed. Our results show that switching behavior of predator population supports the survival of prey and predator populations. We extend our model by assuming the fear parameters as time dependent. We find that the nonautonomous system exhibits periodic solutions, whereas the corresponding autonomous system shows stable focus. Moreover, we observe that if the autonomous system undergoes a Hopf-bifurcation through limit cycle oscillations, the corresponding nonautonomous system shows higher periodic solutions. Almost periodic behavior of the system is also observed by setting the fear parameters as almost periodic functions of time.","10.1007/s11071-021-06210-y     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Predator-prey model;Fear effect;Switching;Periodic solution;Global attractivity;Almost periodic solution;Prednisolone","Shawn","Included"
"rayyan-353830745","Impact of the Fear Effect on the Stability and Bifurcation of a Leslie-Gower Predator-Prey Model",2020,"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS","Wang, XQ and Tan, YP and Cai, YL and Wang, WM","English","In this paper, we investigate analytically and numerically the dynamics of a modified Leslie-Gower predator-prey model which is characterized by the reduction of prey growth rate due to the anti-predator behavior. We prove the existence and local/global stability of equilibria of the model, and verify the existence of Hopf bifurcation. In addition, we focus on the influence of the fear effect on the population dynamics of the model and find that the fear effect can not only reduce the population density of both predator and prey, but also destabilize the coexistence equilibrium, which are beneficial to the occurrence of limit-cycle-induced oscillation, or prevent the occurrence of limit cycle oscillation and increase the stability of the system.","10.1142/S0218127420502107     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Leslie&#8211;Gower functional response;fear factor;global stability;Hopf bifurcation;RISK;Prednisolone","Shawn","Included"
"rayyan-353830746","Trade-off between fear level induced by predator and infection rate among prey species",2020,"JOURNAL OF APPLIED MATHEMATICS AND COMPUTING","Barman, D and Roy, J and Alam, S","English","In this article, an eco-epidemic predator-prey model has been considered where the reproduction of susceptible class of prey is assumed to be affected by the induced fear from predators. The positivity and boundedness of solutions along with existence criterion of the non-negative equilibrium points and their local stability analysis have been performed. Hopf-bifurcation analysis with direction around the co-existence equilibrium point is also performed and it is found that the interference competition rate leads the system to Hopf bifurcation and increases the stable co-existence of all the populations. Furthermore, the predator's induced fear and infection rate among prey species importantly determine the dynamical complexity of the system. Analytical outcomes of the model system suggest that density of infected prey is directly proportional to the level of fear induced by the predator. Extensive numerical simulations have been carried out to validate all the analytical findings. Finally, Hopf-bifurcation curves of co-dimension two are drawn (with special empathises on interference competition rate) to detect various generalised Hopf-bifurcation and zero Hopf-bifurcation points and stability region of the system.","10.1007/s12190-020-01372-1     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Eco-epidemic model;Fear factor;Hopf-bifurcation;Periodic solution;GH bifurcation;ZH bifurcation;CHEMICAL CUES;MODEL;DISEASE;AVOIDANCE;SYSTEM;RISK;BIFURCATION;PLASTICITY;BEHAVIOR;Prednisolone","Shawn","Maybe"
"rayyan-353830747","Influence of the Fear Effect on a Holling Type II Prey-Predator System with a Michaelis-Menten Type Harvesting",2021,"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS","Xie, BF and Zhang, ZC and Zhang, N","English","In this work, a prey-predator system with Holling type II response function including a Michaelis-Menten type capture and fear effect is put forward to be studied. Firstly, the existence and stability of equilibria of the system are discussed. Then, by considering the harvesting coefficient as bifurcation parameter, the occurrence of Hopf bifurcation at the positive equilibrium point and the existence of limit cycle emerging through Hopf bifurcation are proved. Furthermore, through the analysis of fear effect and capture item, we find that: (i) the fear effect can either stabilize the system by excluding periodic solutions or destroy the stability of the system and produce periodic oscillation behavior; (ii) increasing the level of fear can reduce the final number of predators, but not lead to extinction; (iii) the harvesting coefficient also has significant influence on the persistence of the predator. Finally, numerical simulations are presented to illustrate the results.","10.1142/S0218127421502163     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear effect;Holling type II;prey-predator;Michaelis-Menten;Hopf bifurcation;limit cycle;BIFURCATION-ANALYSIS;STAGE-STRUCTURE;MODEL;DYNAMICS;PERMANENCE;STABILITY;FISHERY;IMPACT;Prednisolone;Fear","Shawn","Included"
"rayyan-353830748","Effects of fear in a fractional-order predator-prey system with predator density-dependent prey mortality",2021,"CHAOS SOLITONS & FRACTALS","Yousef, FB and Yousef, A and Maji, C","English","In this work, we have formulated a fractional-order predator-prey system with fear effect, where the death rate of the prey population is predator density-dependent. Generally, most of the ecological study considers the direct killing of prey in a predator's presence, but they ignore the effect of predators' presence on prey. Some experimental studies confirmed that fear affects the reproduction rate of the prey population, but a few studies are there, which conclude that fear also affects the death rate of the prey population. Thus our main aim in this work is to investigate the influence of the fear effect produced by a predator on the reproduction rate and death rate of the prey population. We first prove the existence, uniqueness, non-negativity, and boundedness of the considered model solutions. After that, we show a detailed analysis of different equilibria and their stability criteria based on some conditions where we specifically investigated the global stability of the interior equilibrium point. Besides that, the existence of Hopf bifurcation and the persistence of the system is derived. We also observed how fractional-order derivative also has an impact on our proposed system. Finally, some numerical simulation is performed to validate our findings.        (c) 2021 Elsevier Ltd. All rights reserved.","10.1016/j.chaos.2021.110711     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Prey-predator model;Fear effect;Density-dependent death;Fractional-order;Stability analysis;DYNAMIC-ANALYSIS;MODEL;BIFURCATION;STABILITY;FOOD;BEHAVIORS;Prednisolone","Shawn","Included"
"rayyan-353830749","Role of fear in a predator-prey system with ratio-dependent functional response in deterministic and stochastic environment",2020,"BIOSYSTEMS","Roy, J and Barman, D and Alam, S","English","In this article, we propose and analyse a predator-prey model where apart from direct predation the prey population is affected by the fear induced from predators. The reproduction of the prey population is reduced as a cost of fear. The predator is assumed to consume the prey according to ratio-dependent functional response and is also involved in intra-specific competition due to limited resources of food. Through model analysis, it has been observed that fear factor regulates the dynamics of the system in a completely different way than in the case where functional response is only prey dependent. Also, intra-specific competition among predators reduces the effect of fear and it forms a different pattern in the system dynamics than that of the effect of fear. Furthermore, the deterministic model has been extended to a stochastic model by perturbing the natural death rates of both prey and predators. It has been observed that the stochastic system possesses a unique positive solution that is globally stable with respect to anywhere in the interior of the positive quadrant. The stochastic extinction and persistence scenario for both the species have been analysed and a detailed comparison between the deterministic and stochastic models have been done through exhaustive numerical simulation. Finally, numerical simulation has been performed to figure out the impact of fear on the population dynamics.","10.1016/j.biosystems.2020.104176     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fear factor;Periodic solution;Stochastic perturbation;Extinction and persistence. AMS 2010;FOOD-CHAIN MODEL;LYAPUNOV FUNCTIONALS;HUNTING MODE;RISK;DYNAMICS;POPULATION;PERSISTENCE;BEHAVIOR;ELK;Prednisolone","Shawn","Included"
"rayyan-353830750","The influence of fear effect to the Lotka-Volterra predator-prey system with predator has other food resource",2020,"ADVANCES IN DIFFERENCE EQUATIONS","Zhu, ZL and Wu, RX and Lai, LY and Yu, XQ","English","A Lotka-Volterra predator-prey system incorporating fear effect of the prey and the predator has other food resource is proposed and studied in this paper. It is shown that the trivial equilibrium and the predator free equilibrium are both unstable, and depending on some inequalities, the system may have a globally asymptotically stable prey free equilibrium or positive equilibrium. Our study shows the fear effect is one of the most important factors that lead to the extinction of the prey species. Such a finding is quite different from the known result. Numeric simulations are carried out to show the feasibility of the main results.","10.1186/s13662-020-02612-1     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Lotka-Volterra predator-prey model;Stability;Fear effect;DYNAMIC-BEHAVIORS;MUTUAL INTERFERENCE;STAGE STRUCTURE;MODEL;STABILITY;PERMANENCE;REFUGE;Prednisolone;Health Resources;Food","Shawn","Included"
"rayyan-353830751","The dynamics of a Leslie type predator-prey model with fear and Allee effect",2021,"ADVANCES IN DIFFERENCE EQUATIONS","Vinoth, S and Sivasamy, R and Sathiyanathan, K and Unyong, B and Rajchakit, G and Vadivel, R and Gunasekaran, N","English","In this article, we discuss the dynamics of a Leslie-Gower ratio-dependent predator-prey model incorporating fear in the prey population. Moreover, the Allee effect in the predator growth is added into account from both biological and mathematical points of view. We explore the influence of the Allee and fear effect on the existence of all positive equilibria. Furthermore, the local stability properties and possible bifurcation behaviors of the proposed system about positive equilibria are discussed with the help of trace and determinant values of the Jacobian matrix. With the help of Sotomayor's theorem, the conditions for existence of saddle-node bifurcation are derived. Also, we show that the proposed system admits limit cycle dynamics, and its stability is discussed with the value of first Lyapunov coefficient. Moreover, the numerical simulations including phase portrait, one- and two-parameter bifurcation diagrams are performed to validate our important findings.","10.1186/s13662-021-03490-x     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Leslie-Gower predator-prey model;Ratio-dependent functional response;Fear effect;Allee effect;Local stability;Hopf bifurcation;DEANGELIS FUNCTIONAL-RESPONSE;BIFURCATION-ANALYSIS;QUALITATIVE-ANALYSIS;STABILITY;GOWER;SYSTEM;Prednisolone","Shawn","Included"
