key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-353831403,Geographic variation in sperm production by Trinidadian guppies,1999,10,22,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",266,1433,2083-2087,"Evans, JP and Magurran, AE",,English,,"Univ St Andrews, Inst Environm & Evolutionary Biol, St Andrews KY16 9TS, Fife, Scotland     PU  - ROYAL SOC     PI  - LONDON     PA  - 6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND","Population comparisons yield important insights into adaptive differentiation. However, despite the current interest in sperm competition and spermatogenesis, geographic variation in these traits has received little attention. We tested the hypothesis that sperm production covaries with risk by comparing five natural populations of Trinidadian guppies (Poecilia reticulata): two that inhabited dangerous Crenicichla localities, two from low-risk Rivulus sites and a 'transplant' population comprised of the descendants of guppies moved from one of the high-risk sites to a, low-predation environment. As predicted, males from the three low-risk sites performed significantly more courtship displays and had larger sperm reserves than their high-risk counterparts. This result implies higher rates of sperm competition in the low-risk sites.","Times Cited in Web of Science Core Collection:  21     Total Times Cited:  22     Cited Reference Count:  36 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1098/rspb.1999.0891     WE  - Science Citation Index Expanded (SCI-EXPANDED),Poecilia reticulata;guppy;sneaky mating;POECILIA-RETICULATA PISCES;EJACULATE CHARACTERISTICS;NATURAL-POPULATIONS;COMPETITION GAMES;SEXUAL SELECTION;COLOR PATTERNS;PREDATION;EVOLUTION;BEHAVIOR;CONSEQUENCES,,
rayyan-353831404,Sexual segregation in desert bighorn sheep (Ovis canadensis Mexicana),2003,2,,BEHAVIOUR,"[""0005-7959"", ""1568-539X     J9  - BEHAVIOUR     JI  - Behaviour""]",140,,183-207,"Mooring, MS and Fitzpatrick, TA and Benjamin, JE and Fraser, IC and Nishihira, TT and Reisig, DD and Rominger, EM",,English,,"[""Point Loma Nazarene Univ, Dept Biol, San Diego, CA 92106 USA"", ""Mexico Dept Game & Fish, Santa Fe, NM USA     PU  - BRILL ACADEMIC PUBLISHERS     PI  - LEIDEN     PA  - PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS""]","One or several factors could explain sexual segregation, in which males and females of polygynous, sexually dimorphic species form separate herds during most of the year. Bighorn sheep (Ovis canadensis) are polygynous ungulates that exhibit extreme sexual dimorphism and segregate into ram and ewe herds outside of the rutting season. Four major hypotheses for sexual segregation were tested in a population of desert bighorn (O. c. mexicana) at the Red Rock Wildlife Area, New Mexico, from 1999-2001. We collected data on the size, composition, and location of ram and ewe groups during the summer period of segregation. Activity budgets were recorded for males in ram herds and females in ewe herds, and foraging selectivity was measured for males and females in mixed groups during early rut. Habitat was evaluated by measuring forage availability, ruggedness, and visibility at sites utilized by ram and ewe groups. Ram herds utilized areas with more available forage compared with ewe sites, while ewe groups preferred more rugged terrain than that used by ram groups. Ewe groups occurred much closer to free water sources than did ram groups. Bighorns in ram and ewe groups did not differ in foraging time or selectivity, nor did time spent moving, reclining, or ruminating differ between the sexes as predicted by the 'activity budget hypothesis'. The results support the predictions of the 'reproductive strategy-predation risk hypothesis', which proposes that males seek more abundant forage in order to build up body condition needed to maximize mating success (even if exposing themselves to greater predation risk), while females choose rugged terrain that minimizes predation risk to themselves and their offspring (even if sacrificing forage abundance). Female bighorns chose sites that provided access to water, also predicted by the 'reproductive strategy-predation risk hypothesis', indicating that lactation-related water requirements may constrain the movements of ewe groups and contribute to patterns of sexual segregation in desert bighorn.","Times Cited in Web of Science Core Collection:  70     Total Times Cited:  72     Cited Reference Count:  56 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1163/156853903321671497     WE  - Science Citation Index Expanded (SCI-EXPANDED),MOUNTAIN LION PREDATION;SIZE DIMORPHISM;BODY-SIZE;HABITAT;CALIFORNIA;PATTERNS;RUMINANTS;SELECTION;BEHAVIOR;QUALITY;Sheep,,
rayyan-353831405,"Incompatibility between antipredatory vigilance and scrounger tactic in nutmeg mannikins, Lonchura punctulata",2003,10,,ANIMAL BEHAVIOUR,0003-3472     J9  - ANIM BEHAV     JI  - Anim. Behav.,66,,657-664,"Coolen, I and Giraldeau, LA",,English,,"Concordia Univ, Dept Biol, Montreal, PQ, Canada     PU  - ACADEMIC PRESS LTD ELSEVIER SCIENCE LTD     PI  - LONDON     PA  - 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND","Most social foragers must search for food while avoiding predators. Group-foraging nutmeg mannikins engaged in a producer-scrounger game search for their own food (play producer) by hopping with the head down and search for others' food discoveries (play scrounger) by hopping with the head up. If the scrounger tactic is compatible with antipredatory vigilance, then an increase in antipredatory vigilance should lead to the detection of more joining opportunities, and hence to more joining by foragers. We tested this prediction as well as the extent to which stationary birds use head up exclusively for antipredatory purposes and hopping birds use head up for foraging purposes only. We observed three flocks of nutmeg mannikins searching for hidden clumps of food in an indoor aviary. We used a 2 x 2 factorial design in which both the distance to a safe refuge and the food distribution were manipulated. The use of head up by stationary and eating birds increased significantly with increased distance to cover. Distance to cover, however, had no effect on the use of the scrounger tactic or on the level of joining. We found no evidence of compatibility between the scrounger tactic and antipredatory vigilance. Our results provide the first unambiguous evidence for the existence of two distinct and incompatible patterns of vigilance for predators and for conspecifics. (C) 2003 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","Times Cited in Web of Science Core Collection:  23     Total Times Cited:  23     Cited Reference Count:  53 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1006/anbe.2003.2236     WE  - Science Citation Index Expanded (SCI-EXPANDED),GROUP-SIZE;PREDATION RISK;HOUSE SPARROWS;STURNUS-VULGARIS;FLOCK SIZE;BEHAVIOR;PRODUCERS;COMPETITION;STRATEGIES;MAMMALS,,
rayyan-353831406,ANTIPREDATOR BEHAVIOR AND THE ASSET-PROTECTION PRINCIPLE,1994,,,BEHAVIORAL ECOLOGY,1045-2249     J9  - BEHAV ECOL     JI  - Behav. Ecol.,5,2,159-170,"CLARK, CW",,English,,,"Many species of animals face the continual problem of balancing the trade-off between reducing predation risks and maintaining or increasing their reproductive fitness. The terms of the trade-off are often asymmetric: each separate behavioral decision may lead to only a marginal increase in fitness, but may place the organism's entire future reproduction in jeopardy. Consequently, the organism's reproductive value is an important component of most antipredator decision problems. In this paper reproductive value is considered as an asset in need of protection. The ''asset-protection principle'' states that the larger the current reproductive asset, the more important it becomes to protect it. Because reproductive value is usually age and condition dependent, optimal antipredator behavior also often depends on these variables. I use a uniform modeling technique (dynamic programming) to address a variety of issues related to antipredator behavior.     PU  - OXFORD UNIV PRESS INC     PI  - CARY     PA  - JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513","Times Cited in Web of Science Core Collection:  378     Total Times Cited:  379     Cited Reference Count:  0 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1093/beheco/5.2.159     WE  - Science Citation Index Expanded (SCI-EXPANDED),ANTIPREDATOR BEHAVIOR;ASSET-PROTECTION PRINCIPLE;DYNAMIC OPTIMIZATION;FORAGING BEHAVIOR;MATING BEHAVIOR;REPRODUCTIVE VALUE;VARIABLE ENVIRONMENTS,,
rayyan-353831407,Predatory Fish Select for Coordinated Collective Motion in Virtual Prey,2012,9,7,SCIENCE,0036-8075     J9  - SCIENCE     JI  - Science,337,6099,1212-1215,"Ioannou, CC and Guttal, V and Couzin, ID",,English,,"[""Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08544 USA"", ""Univ Bristol, Sch Biol Sci, Bristol BS8 1UG, Avon, England"", ""Indian Inst Sci, Ctr Ecol Sci, Bangalore 560012, Karnataka, India     FU  - Office of Naval Research [N00014-09-1-1074]; NSF [PHY-0848755]; Searle Scholar award [08-SPP-201]; Army Research Office [W911NG-11-1-0385]; Defense Advanced Research Projects Agency [HR0011-05-1-0057]; Leverhulme Trust; Department of Biotechnology, Government of India; Division Of Physics [0848755] Funding Source: National Science Foundation     FX  - We thank A. Hundal, M. Jiang, and M. Singh for assistance and A. S. I. Wade, the Couzin lab, and three anonymous reviewers for comments on the manuscript. Funded by Office of Naval Research award N00014-09-1-1074, NSF award PHY-0848755, Searle Scholar award 08-SPP-201, and Army Research Office grant W911NG-11-1-0385 (I. D. C.); Defense Advanced Research Projects Agency grant HR0011-05-1-0057 (Princeton University); Leverhulme Trust Early Career Fellowship (C. C. I.); and a Ramalingaswami Fellowship from the Department of Biotechnology, Government of India (V. G.). All experiments were conducted in accordance with federal and state regulations and were approved by the Princeton University Institutional Animal Care and Use Committee. Data and code are freely available at http://icouzin.princeton.edu.     PU  - AMER ASSOC ADVANCEMENT SCIENCE     PI  - WASHINGTON     PA  - 1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA""]","Movement in animal groups is highly varied and ranges from seemingly disordered motion in swarms to coordinated aligned motion in flocks and schools. These social interactions are often thought to reduce risk from predators, despite a lack of direct evidence. We investigated risk-related selection for collective motion by allowing real predators ( bluegill sunfish) to hunt mobile virtual prey. By fusing simulated and real animal behavior, we isolated predator effects while controlling for confounding factors. Prey with a tendency to be attracted toward, and to align direction of travel with, near neighbors tended to form mobile coordinated groups and were rarely attacked. These results demonstrate that collective motion could evolve as a response to predation, without prey being able to detect and respond to predators.","Times Cited in Web of Science Core Collection:  194     Total Times Cited:  200     Cited Reference Count:  26 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1126/science.1218919     WE  - Science Citation Index Expanded (SCI-EXPANDED),INDIVIDUAL-BASED MODEL;ANIMAL GROUPS;SELFISH HERD;BEHAVIOR;DYNAMICS;SPARROWHAWKS;STRATEGIES;CONFUSION;ATTACK,,
rayyan-353831408,Understanding decision making in a food-caching predator using hidden Markov models,2020,2,10,MOVEMENT ECOLOGY,2051-3933     J9  - MOV ECOL     JI  - Mov. Ecol.,8,1,,"Farhadinia, MS and Michelot, T and Johnson, PJ and Hunter, LTB and Macdonald, DW",,English,,"[""Univ Oxford, Oxford Martin Sch, 34 Broad St, Oxford OX1 3BD, England"", ""Univ Oxford, Dept Zool, 34 Broad St, Oxford OX1 3BD, England"", ""Univ St Andrews, Sch Math & Stat, Observ Buchanan Gardens, St Andrews KY16 9LZ, Fife, Scotland"", ""Univ Oxford, Dept Zool, Wildlife Conservat Res Unit, Tubney House, Oxford OX13 SQL, Oxon, England"", ""Wildlife Conservat Soc, Bronx, NY 10460 USA"", ""Univ KwaZulu Natal, Sch Life Sci, Westville Campus, Durban, South Africa     FU  - People's Trust for Endangered Species (PTES); Zoologische Gesellschaft fur Arten-und Populationsschutz (ZGAP); Quagga Conservation Fund; IdeaWild     FX  - Financial support was provided by the People's Trust for Endangered Species (PTES), Zoologische Gesellschaft fur Arten-und Populationsschutz (ZGAP), Quagga Conservation Fund and IdeaWild.     PU  - BMC     PI  - LONDON     PA  - CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND""]","Background Tackling behavioural questions often requires identifying points in space and time where animals make decisions and linking these to environmental variables. State-space modeling is useful for analysing movement trajectories, particularly with hidden Markov models (HMM). Yet importantly, the ontogeny of underlying (unobservable) behavioural states revealed by the HMMs has rarely been verified in the field. Methods Using hidden Markov models of individual movement from animal location, biotelemetry, and environmental data, we explored multistate behaviour and the effect of associated intrinsic and extrinsic drivers across life stages. We also decomposed the activity budgets of different movement states at two general and caching phases. The latter - defined as the period following a kill which likely involves the caching of uneaten prey - was subsequently confirmed by field inspections. We applied this method to GPS relocation data of a caching predator, Persian leopard Panthera pardus saxicolor in northeastern Iran. Results Multistate modeling provided strong evidence for an effect of life stage on the behavioural states and their associated time budget. Although environmental covariates (ambient temperature and diel period) and ecological outcomes (predation) affected behavioural states in non-resident leopards, the response in resident leopards was not clear, except that temporal patterns were consistent with a crepuscular and nocturnal movement pattern. Resident leopards adopt an energetically more costly mobile behaviour for most of their time while non-residents shift their behavioural states from high energetic expenditure states to energetically less costly encamped behaviour for most of their time, which is likely to be a risk avoidance strategy against conspecifics or humans. Conclusions This study demonstrates that plasticity in predator behaviour depending on life stage may tackle a trade-off between successful predation and avoiding the risks associated with conspecifics, human presence and maintaining home range. Range residency in territorial predators is energetically demanding and can outweigh the predator's response to intrinsic and extrinsic variables such as thermoregulation or foraging needs. Our approach provides an insight into spatial behavior and decision making of leopards, and other large felids in rugged landscapes through the application of the HMMs in movement ecology.","Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  49 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1186/s40462-020-0195-z     WE  - Science Citation Index Expanded (SCI-EXPANDED),Caching behaviour;Hidden Markov models;Life-stage;Multistate animal movement;Panthera pardus saxicolor;Range residency;Satellite telemetry;Viterbi algorithm;PERSIAN LEOPARD;MOVEMENT MODELS;ANIMAL MOVEMENT;BEHAVIOR;PATTERNS;TEMPERATURE;SIZE;Decision Making;Prednisolone,,
rayyan-353831409,Does Moon Phase Affect Indices of Kokanee Size and Abundance as Characterized by Gill-Net Catch?,,,,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,"[""0275-5947"", ""1548-8675     J9  - N AM J FISH MANAGE     JI  - North Am. J. Fish Manage.""]",,,,"Branigan, PR and Washburne, EF and Meyer, KA",,English,,"[""Idaho Dept Fish & Game, 1414 East Locust Lane, Nampa, ID 83686 USA"", ""Idaho Dept Fish & Game, 15950 North Gate Blvd, Nampa, ID 83687 USA"", ""Idaho Dept Environm Qual, 1445 North Orchard St, Boise, ID 83706 USA     FU  - Federal Aid in Sport Fish Restoration Program     FX  - A special thanks to B. Marciniak, J. Besson, J. Unsworth, J. Valdez, H. Reynolds, K. Ballinger, and others who assisted with field sampling. We thank J. McCormick and L. Chiaramonte for providing assistance with the development of our analytical approach. We also thank the efforts of three anonymous reviewers, whose comments improved the clarity of this article. Funding for this project was provided by anglers and boaters through their purchase of Idaho fishing licenses, tags, and permits from federal excise taxes on fishing equipment and boat fuel through the Federal Aid in Sport Fish Restoration Program. There is no conflict of interest declared in this article.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA""]","Many pelagic fish species such as kokanee Oncorhynchus nerka undertake diel vertical migration in response to dynamic interactions between ambient light, foraging opportunity, and predation risk. Consequently, kokanee populations are almost universally sampled during the dark phase of the moon (i.e., the new moon), presumably to optimize capture efficiency. However, it is unclear if this sampling precaution is necessary to avoid bias in kokanee catch data related to the moon phase. We used experimental gill nets to sample kokanee populations in two thermally stratified reservoirs during three distinct moon phases (i.e., new, first quarter, and full) to understand the relative effects of moon phase and other ambient light variables on total catch and average size of captured kokanee. The total catch of kokanee differed significantly between populations but was not significantly affected by moon phase, secchi depth, or net depth. The average size of kokanee sampled from both populations increased significantly with moon illuminance and likely reflects behavior associated with predatorprey dynamics. Results from this case study suggest that the effect of moon phase and other ambient light variables on gill-net catch composition of kokanee is likely population-specific and is governed in part by population parameters such as abundance, growth rate, and size-structure. As such, investigators should be cognizant of-or perhaps standardize gill-net samples to-ambient light variables when indexing populations of kokanee and other pelagic fishes that undertake diel vertical migrations, especially when size indices are examined.","Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  28 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1002/nafm.10765     WE  - Science Citation Index Expanded (SCI-EXPANDED),DIEL VERTICAL MIGRATION;JUVENILE SOCKEYE-SALMON;PREY CONSUMPTION;FORAGING MODEL;LAKE;ZOOPLANKTON;BEHAVIOR;GROWTH;RESERVOIRS;TURBIDITY;Moon,,
rayyan-353831410,A theoretical investigation of the effect of predators on foraging behaviour and energy reserves,2005,5,7,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",272,1566,929-934,"McNamara, JM and Barta, Z and Houston, AI and Race, P",,English,,"[""Univ Debrecen, Dept Evolutionary Zool, Behav Ecol Res Grp, H-4010 Debrecen, Hungary"", ""Univ Bristol, Sch Math, Bristol BS8 1TW, Avon, England"", ""Sch Biol Sci, Bristol BS8 1UG, Avon, England     PU  - ROYAL SOC     PI  - LONDON     PA  - 6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND""]","Data show that when small birds are exposed to a model of a predator, their body mass may either increase or decrease. Although attempts have been made to explain the data using previous models, these models are based on a constant level of predation and hence are not appropriate for making predictions about the response of a bird to the sight of a predator. We have developed a novel model that includes encounters between a bird and potential predators. We show that, depending on the biology of the predator, optimal body mass may either increase or decrease. The model also makes predictions about the foraging behaviour of the bird after it has seen a predator.","Times Cited in Web of Science Core Collection:  40     Total Times Cited:  41     Cited Reference Count:  21 | RAYYAN-INCLUSION: {""Shawn ""=>""Maybe""}",10.1098/rspb.2004.3037     WE  - Science Citation Index Expanded (SCI-EXPANDED),energy reserves;starvation;predation;foraging;minimising mortality;FAT RESERVES;BODY-MASS;ANTIPREDATOR BEHAVIOR;RISK;YELLOWHAMMERS;STARVATION;DOMINANCE;TIT;Prednisolone,,
rayyan-353831411,Pup-Rearing Habitat Use in a Harvested Carnivore,2018,5,,JOURNAL OF WILDLIFE MANAGEMENT,"[""0022-541X"", ""1937-2817     J9  - J WILDLIFE MANAGE     JI  - J. Wildl. Manage.""]",82,4,802-809,"Jacobs, CE and Ausband, DE",,English,,"Idaho Dept Fish & Game, 2885 West Kathleen Ave, Coeur Dalene, ID 83815 USA     FU  - IDFG; Steven Leuthold Family Foundation; Bernice Barbour Foundation     FX  - We thank J. M. Bodle, K. R. Cazenave, A. J. Groves, K. J. Lamp, J. M. Pruszenski, L. M. Redmond, and P. L. Schirf for their dedication and for all the miles, howls, and numerous ""Ermaherd, it's hard to tell!"" moments in the field. We also thank M. A. Hurley, J. S. Husseman, S. B. Roberts, C. R. Stansbury, J. L. Stenglein, J. L. Struthers, and L P. Waits for their assistance with field work and lab work. We received funding from IDFG, Bernice Barbour Foundation, and the Steven Leuthold Family Foundation.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Changes in behavior and habitat use are often influenced by the risk of predation, including harvest, and carnivores alter their habitat use and movements to minimize predation risk. Large carnivores are subject to harvest around the world; however, few studies examine whether habitat use is different between harvested and unharvested carnivore populations. We examined the effects of harvest on gray wolf (Canis lupus) use of pup-rearing habitat. We predicted that in comparison to an unharvested population of wolves, wolves subject to harvest would use less suitable pup-rearing habitat (i.e., sites with no standing water source and dense vegetation with no open areas) and locate pup-rearing sites in areas with lower human activity. We also predicted that wolves would use less suitable pup-rearing habitat following breeder turnover. Finally, we predicted that field surveys using a method for monitoring an unharvested wolf population would detect fewer active pup-rearing sites and document fewer detections of scat, tracks, and howls of a harvested wolf population. We tested whether a habitat model for predicting pup-rearing sites used by an unharvested wolf population accurately predicted sites used by a harvested wolf population. To examine the effect of human activity, we calculated the road density within a 500-m buffer around sites used by an unharvested and harvested population of wolves. We also evaluated the habitat suitability of pup-rearing sites following the death of a breeder. Finally, we conducted field surveys of a harvested wolf population with a monitoring technique used for unharvested wolf populations, and compared detections of pup-rearing sites, scats, tracks, and howls between the unharvested and harvested wolf populations. Harvest did not affect wolf use of pup-rearing habitat. Wolves subject to harvest used highly suitable habitat (i.e., areas with standing, ephemeral water) to raise pups, road density near pup-rearing sites did not differ between harvested and unharvested wolf populations, and breeder turnover did not result in packs choosing less suitable pup-rearing habitat. Finally, field surveys successfully detected pup-rearing sites of wolves subject to harvest but documented fewer detections of scats and tracks, likely because of a decrease in wolf density. Wolves subject to harvest chose highly suitable habitat to raise pups, indicating that such habitat provides optimal resources in a landscape where harvest is a dominant source of mortality. In areas where such habitat is limited, it is important to consider how environmental changes affect the availability of suitable habitat. (C) 2018 The Wildlife Society.","Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  65 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1002/jwmg.21434     WE  - Science Citation Index Expanded (SCI-EXPANDED),Canis lupus;carnivore;gray wolf;habitat use;harvest;mortality;reproduction;YELLOWSTONE-NATIONAL-PARK;GRAY WOLF POPULATIONS;RESOURCE SELECTION;RENDEZVOUS SITES;CANIS-LUPUS;SOCIAL CARNIVORE;ALGONQUIAN PARK;BOREAL FOREST;WOLVES;ROADS,,
rayyan-353831412,A phantom road experiment reveals traffic noise is an invisible source of habitat degradation,2015,9,29,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424     J9  - P NATL ACAD SCI USA     JI  - Proc. Natl. Acad. Sci. U. S. A.,112,39,12105-12109,"Ware, HE and McClure, CJW and Carlisle, JD and Barber, JR",,English,,"[""Boise State Univ, Dept Biol Sci, Boise, ID 83725 USA"", ""Boise State Univ, Intermt Bird Observ, Boise, ID 83725 USA"", ""Amer Kestrel Partnership, Peregrine Fund, Boise, ID 83709 USA     FU  - Natural Sounds and Night Skies Division of the National Park Service [CESUcH8R07060001]; Boise State University Office of Research; Boise State University Department of Biological Sciences; National Science Foundation [CNH1414171]; Deer Flat National Wildlife Refuge     FX  - We thank Kurt Fristrup for input on study design and commenting on the manuscript. We thank Jennifer Forbey, Clint Francis, Julie Heath, and Nick Fuzessery for providing comments on the manuscript. Krista Muller of the Idaho Department of Fish and Game Boise River Wildlife Management Area provided support and access to our study site. We thank Brian Leavell, Dan Mennitt, Tate Mason, David Anderson, Alexis Billings, Jarrod Zacher, Adam Keener, Randy Nuxoll, and the Intermountain Bird Observatory. We especially thank Elizeth Cinto Mejia and Mitchell Levenhagen, Andrea Ball, Luke Eberhart-Phillips, Michael Fuss, Callie Gesmundo, Greg Kaltenecker, Lindsey Lockwood, Jesus Lopez Angulo, Garrett MacDonald, Krystie Miner, Zoe Mroz, Zak Pohlen, Jessica Pollock, Eric Ripma, Jeff Roelke, Teague Scott, Micah Scholer, Jacob Shorty, Rose Swift, Elizabeth Urban, Benjamin Wright, C. R. Jepsen, and T. Dillard, who helped to develop, implement, and maintain the Phantom Road. This study was funded by the Natural Sounds and Night Skies Division of the National Park Service (CESUcH8R07060001). Boise State University Office of Research and Department of Biological Sciences, and the National Science Foundation (CNH1414171) provided additional funding. Addison Mohler and the Deer Flat National Wildlife Refuge provided support for our laboratory project.     PU  - NATL ACAD SCIENCES     PI  - WASHINGTON     PA  - 2101 CONSTITUTION AVE NW, WASHINGTON, DC 20418 USA""]","Decades of research demonstrate that roads impact wildlife and suggest traffic noise as a primary cause of population declines near roads. We created a ""phantom road"" using an array of speakers to apply traffic noise to a roadless landscape, directly testing the effect of noise alone on an entire songbird community during autumn migration. Thirty-one percent of the bird community avoided the phantom road. For individuals that stayed despite the noise, overall body condition decreased by a full SD and some species showed a change in ability to gain body condition when exposed to traffic noise during migratory stopover. We conducted complementary laboratory experiments that implicate foraging-vigilance behavior as one mechanism driving this pattern. Our results suggest that noise degrades habitat that is otherwise suitable, and that the presence of a species does not indicate the absence of an impact.","Times Cited in Web of Science Core Collection:  129     Total Times Cited:  131     Cited Reference Count:  63 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1073/pnas.1504710112     WE  - Science Citation Index Expanded (SCI-EXPANDED),traffic noise pollution;songbird migration;habitat degradation;foraging-vigilance trade-off;perceived predation risk;AUTUMN LANDBIRD MIGRANTS;PREDATION RISK;POPULATION DECLINES;RELATIVE ABUNDANCE;MIGRATION STOPOVER;SPECIES RICHNESS;BOISE FOOTHILLS;FUEL LOADS;BIRDS;SELECTION,,
rayyan-353831413,The effect of predatory presence on the temporal organization of activity in Octopus vulgaris,2013,9,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"[""0022-0981"", ""1879-1697     J9  - J EXP MAR BIOL ECOL     JI  - J. Exp. Mar. Biol. Ecol.""]",447,,75-79,"Meisel, DV and Kuba, M and Byrne, RA and Mather, J",,English,,"[""Konrad Lorenz Inst Evolut & Cognit Res, Altenberg, Austria"", ""Hebrew Univ Jerusalem, Dept Neurobiol, IL-91904 Jerusalem, Israel"", ""Hebrew Univ Jerusalem, ICNC, IL-91904 Jerusalem, Israel"", ""Med Univ Vienna, Div Rheumathol, Clin Internal Med 3, Vienna, Austria"", ""Univ Lethbridge, Dept Psychol, Lethbridge, AB T1K 3M4, Canada     FU  - EU FP7 Grant Octopus; DOC (Doktoranden Programm der Osterreichischen Akademie der Wissenschaften); Konrad Lorenz Instiute for Evolution and Cognition Research; Science Program of Lower Austria     FX  - We thank Flegra Bentivegna from the Stazione Zoologica di Napoli and Gianfranco Mazza (Italy) for their help with collecting our animals, and Prof. Ludwig Huber for co-supervising this project. This study was supported by the EU FP7 Grant Octopus, a DOC (Doktoranden Programm der Osterreichischen Akademie der Wissenschaften), the Konrad Lorenz Instiute for Evolution and Cognition Research and the Science Program of Lower Austria. [SS]     PU  - ELSEVIER     PI  - AMSTERDAM     PA  - RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS""]","Studies of the daily activity patterns of Octopus vulgaris have shown varying activity in different habitats. This might stem from the octopus' ability to respond to influences such as predation pressure by adjusting its activity pattern. To test the hypothesis that a predatory threat could alter activity cycles, six octopuses were each held in a partitioned tank with a potential predator for a week. After we had determined the circadian activity of each undisturbed subject for two days, a nocturnal (moray eel, Muraena helena) and a diurnal fish (triggerfish, Balistes carolinensis) were alternately introduced into the second compartment of the tank for seven days. Each of these periods was then followed by a four-day period without eel or triggerfish. During the experiment, subjects had visual and chemical access but no physical contact. Octopuses showed an increase in activity in the presence of both species, but this increase was only significantly negatively correlated with the activity of the triggerfish. Attacks on the barrier by the octopus and the triggerfish decreased throughout the week, but this was not true for the octopus and the moray eel. We concluded that O. vulgaris can use temporal spacing of activity to respond to potential predators. This ability might be responsible for conflicting reports of activity patterns of O. vulgaris. (C) 2013 Elsevier B.V. All rights reserved.","Times Cited in Web of Science Core Collection:  13     Total Times Cited:  13     Cited Reference Count:  41 | RAYYAN-INCLUSION: {""Shawn ""=>""Excluded""}",10.1016/j.jembe.2013.02.012     WE  - Science Citation Index Expanded (SCI-EXPANDED),Activity switching;Moray eel;Octopus;Predation;Triggerfish;PREY INTERACTIONS;ACTIVITY PATTERNS;LIFE-HISTORY;RISK;ECOLOGY;CEPHALOPODS;AVOIDANCE;DOFLEINI;BEHAVIOR;RHYTHMS,,
